Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Aliacensis","Moon",79.65,-30.6,5.13,"Planetographic  +East  -180 - 180","Approved","1935","D'Ailly, Pierre; French geographer (1350-1420).",
"Aliacensis A","Moon",13.61,-29.71,7.39,"Planetographic  +East  -180 - 180","Approved","2006","D'Ailly, Pierre; French geographer (1350-1420).",
"Aliacensis B","Moon",15.81,-31.43,3.2,"Planetographic  +East  -180 - 180","Approved","2006","D'Ailly, Pierre; French geographer (1350-1420).",
"Aliacensis C","Moon",7.93,-32.7,5.42,"Planetographic  +East  -180 - 180","Approved","2006","D'Ailly, Pierre; French geographer (1350-1420).",
"Aliacensis D","Moon",9.67,-33.19,6.82,"Planetographic  +East  -180 - 180","Approved","2006","D'Ailly, Pierre; French geographer (1350-1420).",
"Aliacensis E","Moon",8.74,-30.42,2.32,"Planetographic  +East  -180 - 180","Approved","2006","D'Ailly, Pierre; French geographer (1350-1420).",
"Aliacensis F","Moon",4.82,-32.66,3.84,"Planetographic  +East  -180 - 180","Approved","2006","D'Ailly, Pierre; French geographer (1350-1420).",
"Aliacensis G","Moon",7.76,-33.39,4.7,"Planetographic  +East  -180 - 180","Approved","2006","D'Ailly, Pierre; French geographer (1350-1420).",
"Aliacensis H","Moon",5.58,-31.81,6.01,"Planetographic  +East  -180 - 180","Approved","2006","D'Ailly, Pierre; French geographer (1350-1420).",
"Aliacensis K","Moon",5.65,-31.43,6.26,"Planetographic  +East  -180 - 180","Approved","2006","D'Ailly, Pierre; French geographer (1350-1420).",
"Aliacensis W","Moon",10.32,-31.9,5.32,"Planetographic  +East  -180 - 180","Approved","2006","D'Ailly, Pierre; French geographer (1350-1420).",
"Aliacensis X","Moon",3.66,-29.64,6.78,"Planetographic  +East  -180 - 180","Approved","2006","D'Ailly, Pierre; French geographer (1350-1420).",
"Aliacensis Y","Moon",4.7,-30.11,7.33,"Planetographic  +East  -180 - 180","Approved","2006","D'Ailly, Pierre; French geographer (1350-1420).",
"Aliacensis Z","Moon",3.83,-30.05,4.49,"Planetographic  +East  -180 - 180","Approved","2006","D'Ailly, Pierre; French geographer (1350-1420).",
"Al-Khwarizmi","Moon",56.25,7.02,107.01,"Planetographic  +East  -180 - 180","Approved","1973","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
"Al-Khwarizmi B","Moon",59.06,9.09,107.92,"Planetographic  +East  -180 - 180","Approved","2006","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
"Al-Khwarizmi G","Moon",102.83,6.76,107.35,"Planetographic  +East  -180 - 180","Approved","2006","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
"Al-Khwarizmi H","Moon",49.72,5.85,109.77,"Planetographic  +East  -180 - 180","Approved","2006","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
"Al-Khwarizmi J","Moon",44.68,6.19,108.14,"Planetographic  +East  -180 - 180","Approved","2006","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
"Al-Khwarizmi K","Moon",22.36,4.5,108.15,"Planetographic  +East  -180 - 180","Approved","2006","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
"Al-Khwarizmi L","Moon",35.51,3.77,107.89,"Planetographic  +East  -180 - 180","Approved","2006","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
"Al-Khwarizmi M","Moon",16.4,3.05,107.44,"Planetographic  +East  -180 - 180","Approved","2006","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
"Al-Khwarizmi T","Moon",14.05,7.06,104.96,"Planetographic  +East  -180 - 180","Approved","2006","Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",
"Almanon","Moon",47.76,-16.85,15.14,"Planetographic  +East  -180 - 180","Approved","1935","Abdalla Al Mamun; Persian astronomer (786-833).",
"Almanon A","Moon",9.75,-17.79,15.32,"Planetographic  +East  -180 - 180","Approved","2006","Abdalla Al Mamun; Persian astronomer (786-833).",
"Almanon B","Moon",23.6,-18.33,15.26,"Planetographic  +East  -180 - 180","Approved","2006","Abdalla Al Mamun; Persian astronomer (786-833).",
"Almanon C","Moon",15.62,-16.16,15.98,"Planetographic  +East  -180 - 180","Approved","2006","Abdalla Al Mamun; Persian astronomer (786-833).",
"Almanon D","Moon",5.33,-18.6,15.54,"Planetographic  +East  -180 - 180","Approved","2006","Abdalla Al Mamun; Persian astronomer (786-833).",
"Almanon E","Moon",5.37,-17.91,13.63,"Planetographic  +East  -180 - 180","Approved","2006","Abdalla Al Mamun; Persian astronomer (786-833).",
"Almanon F","Moon",5.23,-15.92,14.27,"Planetographic  +East  -180 - 180","Approved","2006","Abdalla Al Mamun; Persian astronomer (786-833).",
"Almanon G","Moon",4.47,-17.93,14.61,"Planetographic  +East  -180 - 180","Approved","2006","Abdalla Al Mamun; Persian astronomer (786-833).",
"Almanon H","Moon",6.05,-19.03,15.22,"Planetographic  +East  -180 - 180","Approved","2006","Abdalla Al Mamun; Persian astronomer (786-833).",
"Almanon K","Moon",6.46,-15.84,15.43,"Planetographic  +East  -180 - 180","Approved","2006","Abdalla Al Mamun; Persian astronomer (786-833).",
"Almanon L","Moon",5.88,-19,16.58,"Planetographic  +East  -180 - 180","Approved","2006","Abdalla Al Mamun; Persian astronomer (786-833).",
"Almanon P","Moon",19.44,-18.55,17,"Planetographic  +East  -180 - 180","Approved","2006","Abdalla Al Mamun; Persian astronomer (786-833).",
"Almanon Q","Moon",4.63,-18.08,17,"Planetographic  +East  -180 - 180","Approved","2006","Abdalla Al Mamun; Persian astronomer (786-833).",
"Almanon R","Moon",3.51,-18.17,15.88,"Planetographic  +East  -180 - 180","Approved","2006","Abdalla Al Mamun; Persian astronomer (786-833).",
"Al-Marrakushi","Moon",8.57,-10.45,55.77,"Planetographic  +East  -180 - 180","Approved","1976","Abū `Ali al-Hasan Ibn `Ali al-Marrakushi; Moroccan astronomer, mathematician (fl. c. A.D. 1281/1282).",
"Aloha","Moon",2.55,29.79,-53.88,"Planetographic  +East  -180 - 180","Approved","1976","Hawaiian female first name.",
"Alpes A","Moon",10.66,51.39,-0.3,"Planetographic  +East  -180 - 180","Approved","2006","Named after Montes Alpes.",
"Alpes B","Moon",4.82,45.81,-0.91,"Planetographic  +East  -180 - 180","Approved","2006","Named after Montes Alpes.",
"Alpetragius","Moon",40.02,-16.05,-4.51,"Planetographic  +East  -180 - 180","Approved","1935","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).",
"Alpetragius B","Moon",9.73,-15.13,-6.88,"Planetographic  +East  -180 - 180","Approved","2006","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).",
"Alpetragius C","Moon",2.11,-13.75,-6.17,"Planetographic  +East  -180 - 180","Approved","2006","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).",
"Alpetragius G","Moon",12.18,-18.17,-6.56,"Planetographic  +East  -180 - 180","Approved","2006","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).",
"Alpetragius H","Moon",4.43,-18.01,-6.1,"Planetographic  +East  -180 - 180","Approved","2006","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).",
"Alpetragius J","Moon",4.13,-18.05,-5.7,"Planetographic  +East  -180 - 180","Approved","2006","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).",
"Alpetragius M","Moon",23.21,-16.45,-3.27,"Planetographic  +East  -180 - 180","Approved","2006","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).",
"Alpetragius N","Moon",11.27,-16.74,-3.88,"Planetographic  +East  -180 - 180","Approved","2006","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).",
"Alpetragius U","Moon",15.59,-17.71,-5.11,"Planetographic  +East  -180 - 180","Approved","2006","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).",
"Alpetragius V","Moon",15.9,-18.19,-5.83,"Planetographic  +East  -180 - 180","Approved","2006","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).",
"Alpetragius W","Moon",27.68,-17.95,-5.96,"Planetographic  +East  -180 - 180","Approved","2006","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).",
"Alpetragius X","Moon",31.78,-15.61,-5.74,"Planetographic  +East  -180 - 180","Approved","2006","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).",
"Alphonsus","Moon",110.54,-13.39,-2.85,"Planetographic  +East  -180 - 180","Approved","1935","Alfonso X (El Sabio); Spanish astronomer (1221-1284).",
"Alphonsus A","Moon",3.6,-14.87,-2.27,"Planetographic  +East  -180 - 180","Approved","2006","Alfonso X (El Sabio); Spanish astronomer (1221-1284).",
"Alphonsus B","Moon",22.94,-13.26,-0.2,"Planetographic  +East  -180 - 180","Approved","2006","Alfonso X (El Sabio); Spanish astronomer (1221-1284).",
"Alphonsus C","Moon",3.37,-14.4,-4.87,"Planetographic  +East  -180 - 180","Approved","2006","Alfonso X (El Sabio); Spanish astronomer (1221-1284).",
"Alphonsus D","Moon",23.7,-15.05,-0.85,"Planetographic  +East  -180 - 180","Approved","2006","Alfonso X (El Sabio); Spanish astronomer (1221-1284).",
"Alphonsus G","Moon",3.52,-12.35,-3.39,"Planetographic  +East  -180 - 180","Approved","2006","Alfonso X (El Sabio); Spanish astronomer (1221-1284).",
"Alphonsus H","Moon",7.01,-15.62,-0.53,"Planetographic  +East  -180 - 180","Approved","2006","Alfonso X (El Sabio); Spanish astronomer (1221-1284).",
"Alphonsus J","Moon",7.9,-15.14,-2.51,"Planetographic  +East  -180 - 180","Approved","2006","Alfonso X (El Sabio); Spanish astronomer (1221-1284).",
"Alphonsus K","Moon",20.6,-12.61,-0.11,"Planetographic  +East  -180 - 180","Approved","2006","Alfonso X (El Sabio); Spanish astronomer (1221-1284).",
"Alphonsus L","Moon",3.75,-12.02,-3.72,"Planetographic  +East  -180 - 180","Approved","2006","Alfonso X (El Sabio); Spanish astronomer (1221-1284).",
"Alphonsus R","Moon",3.01,-14.39,-1.92,"Planetographic  +East  -180 - 180","Approved","2006","Alfonso X (El Sabio); Spanish astronomer (1221-1284).",
"Alphonsus X","Moon",4.68,-14.99,-4.46,"Planetographic  +East  -180 - 180","Approved","2006","Alfonso X (El Sabio); Spanish astronomer (1221-1284).",
"Alphonsus Y","Moon",2.6,-14.71,-1.92,"Planetographic  +East  -180 - 180","Approved","2006","Alfonso X (El Sabio); Spanish astronomer (1221-1284).",
"Alter","Moon",64.73,18.74,-107.8,"Planetographic  +East  -180 - 180","Approved","1970","Dinsmore; American astronomer, meteorologist (1888-1968).",
"Alter K","Moon",21.64,16.22,-106.19,"Planetographic  +East  -180 - 180","Approved","2006","Dinsmore; American astronomer, meteorologist (1888-1968).",
"Alter W","Moon",51.47,20.38,-109.41,"Planetographic  +East  -180 - 180","Approved","2006","Dinsmore; American astronomer, meteorologist (1888-1968).",
"Ameghino","Moon",9.2,3.3,57.04,"Planetographic  +East  -180 - 180","Approved","1976","Fiorino (or Florentino); Argentine paleontologist and anthropologist (1854-1911).",
"Amici","Moon",52.03,-10.06,-172.23,"Planetographic  +East  -180 - 180","Approved","1970","Giovanni Battista; Italian astronomer, optician (1786-1863).",
"Amici M","Moon",107.91,-11.81,-172.02,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer, optician (1786-1863).",
"Amici N","Moon",37.63,-11.88,-172.54,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer, optician (1786-1863).",
"Amici P","Moon",24.93,-12.35,-174.13,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer, optician (1786-1863).",
"Amici Q","Moon",43.59,-12.34,-175.89,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer, optician (1786-1863).",
"Amici R","Moon",34.77,-11.5,-175.32,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer, optician (1786-1863).",
"Amici T","Moon",38.06,-9.91,-174.07,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer, optician (1786-1863).",
"Amici U","Moon",88.73,-8.75,-175.47,"Planetographic  +East  -180 - 180","Approved","2006","Giovanni Battista; Italian astronomer, optician (1786-1863).",
"Ammonius","Moon",8.55,-8.52,-0.83,"Planetographic  +East  -180 - 180","Approved","1976","Greek philosopher (unkn.-c. A.D. 517-526).",
"Amontons","Moon",2.47,-5.34,46.78,"Planetographic  +East  -180 - 180","Approved","1976","Guillaume; French physicist (1663-1705).",
"Amundsen","Moon",103.39,-84.44,83.07,"Planetographic  +East  -180 - 180","Approved","1964","Roald Engelbregt Gravning; Norwegian explorer (1872-1928).",
"[Amundsen A]","Moon",0,-81.8,83.1,"Planetographic  +East  -180 - 180","Dropped","2006","Roald Engelbregt Gravning; Norwegian explorer (1872-1928).",
"Amundsen C","Moon",24.22,-80.76,85.21,"Planetographic  +East  -180 - 180","Approved","2006","Roald Engelbregt Gravning; Norwegian explorer (1872-1928).",
"Anaxagoras","Moon",51.9,73.48,-10.17,"Planetographic  +East  -180 - 180","Approved","1935","Greek astronomer (500-428 B.C.).",
"Anaxagoras A","Moon",20.09,72.26,-7.02,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (500-428 B.C.).",
"Anaxagoras B","Moon",4.95,70.35,-11.36,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (500-428 B.C.).",
"Anaximander","Moon",68.71,66.97,-51.44,"Planetographic  +East  -180 - 180","Approved","1935","Greek astronomer (c. 611-547 B.C.).",
"Anaximander A","Moon",15.24,68.05,-50.4,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (c. 611-547 B.C.).",
"Anaximander B","Moon",79.1,68.08,-61.21,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (c. 611-547 B.C.).",
"Anaximander D","Moon",96.63,65.78,-50.68,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (c. 611-547 B.C.).",
"Anaximander H","Moon",9.03,65.29,-41.06,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (c. 611-547 B.C.).",
"Anaximander R","Moon",8.05,66.32,-55.21,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (c. 611-547 B.C.).",
"Anaximander S","Moon",7.21,68.35,-53.6,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (c. 611-547 B.C.).",
"Anaximander T","Moon",7.01,67.3,-52.27,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (c. 611-547 B.C.).",
"Anaximander U","Moon",7.54,64.14,-48.5,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (c. 611-547 B.C.).",
"Anaximenes","Moon",81.12,72.49,-44.98,"Planetographic  +East  -180 - 180","Approved","1935","Greek astronomer (585-528 B.C.).",
"Anaximenes B","Moon",8.34,68.94,-38.06,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (585-528 B.C.).",
"Anaximenes E","Moon",10,66.58,-31.46,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (585-528 B.C.).",
"Anaximenes G","Moon",51.17,73.75,-40.5,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (585-528 B.C.).",
"Anaximenes H","Moon",42.72,74.64,-45.7,"Planetographic  +East  -180 - 180","Approved","2006","Greek astronomer (585-528 B.C.).",
"Anděl","Moon",32.93,-10.41,12.38,"Planetographic  +East  -180 - 180","Approved","1935","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl A","Moon",13.4,-10.81,11.24,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl C","Moon",3.01,-9.01,11.15,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl D","Moon",5.98,-10.79,11.71,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl E","Moon",5.7,-12.02,12.22,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl F","Moon",9.22,-8.34,11.08,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl G","Moon",4.12,-10.94,12.31,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl H","Moon",5.25,-6.67,11.31,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl J","Moon",5.52,-7.54,11.41,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl K","Moon",3.69,-5.83,11.56,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl M","Moon",26.46,-9.75,11.12,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl N","Moon",8.5,-10.24,11.34,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl P","Moon",17.56,-11.65,12.2,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl S","Moon",4.52,-11.4,12.7,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl T","Moon",3.38,-11.25,13.24,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anděl W","Moon",11.19,-12.36,12.26,"Planetographic  +East  -180 - 180","Approved","2006","Karel; Czechoslovakian astronomer (1884-1948).",
"Anders","Moon",41.33,-41.31,-143.3,"Planetographic  +East  -180 - 180","Approved","1970","William Alison; American astronaut (1933-Live).",
"Anders D","Moon",23.8,-40.26,-140.86,"Planetographic  +East  -180 - 180","Approved","2006","William Alison; American astronaut (1933-Live).",
"Anders G","Moon",20.46,-41.81,-142.18,"Planetographic  +East  -180 - 180","Approved","2006","William Alison; American astronaut (1933-Live).",
"Anderson","Moon",105.33,15.5,170.79,"Planetographic  +East  -180 - 180","Approved","1970","John August; American astronomer (1876-1959).",
"Anderson E","Moon",28.23,16.98,173.53,"Planetographic  +East  -180 - 180","Approved","2006","John August; American astronomer (1876-1959).",
"Anderson F","Moon",44.96,16.28,173.8,"Planetographic  +East  -180 - 180","Approved","2006","John August; American astronomer (1876-1959).",
"Anderson L","Moon",14.15,14.71,171.13,"Planetographic  +East  -180 - 180","Approved","2006","John August; American astronomer (1876-1959).",
"Andersson","Moon",13.42,-49.95,-95.46,"Planetographic  +East  -180 - 180","Approved","1985","Leif Erland; American astronomer (1943-1979).",
